Lote,Turbidez_min,Turbidez_mean,Turbidez_max,Viabilidad_min,Viabilidad_mean,Viabilidad_max,Glucosa_min,Glucosa_mean,Glucosa_max
23048,16.0,40.52363636363637,67.04,5746666.666666664,85783030.30303031,184800000.0,0.44000000000000006,1.466909090909091,2.32
23049,14.96,40.98909090909091,68.8,6400000.0,86695757.57575758,170400000.0,0.568,1.4247272727272728,2.136
23050,16.16,42.42181818181819,75.28,3741333.333333336,74635393.9393939,190666666.6666664,0.584,1.554181818181818,2.272
23051,14.8,38.120000000000005,53.28,3554666.666666664,120108000.0,265866666.6666664,0.984,1.6199999999999999,2.232
23054,17.040000000000003,41.07636363636364,66.88,3992000.0,95073939.39393938,192800000.0,0.6960000000000001,1.4872727272727273,1.992
23055,17.040000000000003,44.14545454545455,81.60000000000001,3952000.0,72683151.51515149,169066666.6666664,0.6880000000000001,1.4574545454545456,2.056
23056,18.72,49.20727272727272,89.60000000000001,7312000.0,77474424.24242426,205600000.0,0.384,1.4661818181818183,2.184
23057,18.16,46.406666666666666,73.60000000000001,7589333.333333336,85701333.33333336,173600000.0,0.5599999999999999,1.5006666666666664,2.176
23060,15.040000000000001,42.04666666666667,74.32000000000001,4666666.666666664,84151555.55555548,168266666.6666664,0.792,1.5746666666666667,2.144
23061,17.84,45.693333333333335,75.52000000000001,4794666.666666664,83841333.33333339,157600000.0,0.424,1.4433333333333334,2.48
23063,17.6,43.08571428571429,68.32000000000001,4856000.0,82061714.28571431,169600000.0,0.808,1.496,2.048
23064,16.48,45.900000000000006,81.60000000000001,5514666.666666664,86817333.33333336,183200000.0,0.48,1.478666666666667,2.168
23065,18.880000000000003,44.80666666666667,75.12,4741333.333333336,79348666.66666672,160533333.3333336,0.5519999999999999,1.5073333333333334,2.024
23067,18.080000000000002,40.52307692307693,61.2,6874666.666666664,110539076.92307693,227733333.3333336,0.68,1.3975384615384614,2.104
23068,15.440000000000001,39.67272727272728,75.67999999999999,7181333.333333336,92247999.99999993,195733333.3333336,0.544,1.5170909090909093,2.072
23069,16.48,36.58909090909091,64.8,6834666.666666664,83128000.0,194933333.3333336,0.7040000000000001,1.546181818181818,2.016
23070,17.52,39.92727272727273,63.68,6085333.333333336,74339878.78787884,165866666.6666664,0.52,1.4763636363636365,2.072
23071,18.0,44.97454545454545,77.36000000000001,5533333.333333336,74306181.81818171,173866666.6666664,0.264,1.3832727272727274,2.04
23072,16.64,41.105454545454556,69.67999999999999,5365333.333333336,65917818.18181822,138400000.0,0.384,1.418909090909091,2.04
23073,17.76,47.67272727272728,73.84,6864000.0,87196121.21212123,182133333.3333336,0.256,1.2218181818181817,2.024
23075,17.84,46.843636363636364,75.36,6989333.333333336,84223272.72727276,155200000.0,0.296,1.1927272727272729,1.888
23076,17.919999999999998,44.341818181818184,77.36000000000001,5776000.0,72679272.72727272,176266666.6666664,0.584,1.4574545454545456,2.0
23077,18.96,48.652307692307694,70.96000000000001,4506666.666666664,95817435.89743592,165333333.3333336,0.752,1.4473846153846155,2.104
23078,4.960000000000001,40.199999999999996,76.4,6677333.333333336,74669777.77777778,166133333.3333336,0.568,1.390666666666667,2.216
23079,18.64,47.6,84.80000000000001,5282666.666666664,74859999.99999999,145600000.0,0.5599999999999999,1.3513333333333335,2.144
23080,18.8,45.21454545454546,83.2,5333333.333333336,63491878.78787882,130133333.3333336,0.5599999999999999,1.3920000000000001,2.136
23081,18.240000000000002,34.48615384615385,50.800000000000004,5408000.0,66194666.66666662,116266666.6666664,0.768,1.1230769230769233,1.592
23082,16.32,45.925,74.24,3589333.333333336,79437666.66666661,155466666.6666664,0.44800000000000006,1.2605,2.2079999999999997
23083,16.96,35.30909090909092,54.160000000000004,7296000.0,69395393.93939392,163733333.3333336,1.136,1.8850909090909092,2.568
23084,17.44,50.38153846153846,83.2,5872000.0,78437333.33333334,187466666.6666664,0.0,1.209846153846154,2.224
23085,16.32,42.91076923076923,65.92,5656000.0,81323692.30769227,158666666.6666664,0.52,1.2935384615384617,2.096
23086,16.16,42.252307692307696,67.2,5314666.666666664,78197538.46153845,161600000.0,0.5599999999999999,1.3335384615384618,2.048
23087,18.32,45.70909090909092,73.28,6346666.666666664,76310303.03030302,154400000.0,0.35200000000000004,1.3490909090909093,2.3120000000000003
23088,18.96,51.24666666666667,77.84,5312000.0,89182666.66666664,158400000.0,0.31200000000000006,1.0606666666666664,2.088
23089,18.32,38.443636363636365,64.08,3794666.666666664,75083151.51515156,214400000.0,0.5519999999999999,1.4654545454545456,2.064
23090,17.680000000000003,38.02,63.44,3552000.0,76595999.99999999,152800000.0,0.7440000000000001,1.5659999999999998,2.04
23091,14.56,38.443636363636365,68.0,4888000.0,72102545.45454556,139733333.3333336,0.0,0.8341818181818184,1.4640000000000002
23092,18.56,49.09714285714285,75.12,4402666.666666664,83234666.66666663,161866666.6666664,0.7280000000000001,1.562857142857143,2.4640000000000004
23093,21.36,47.92727272727273,74.32000000000001,5885333.333333336,78838060.60606061,145333333.3333336,0.464,1.2756363636363637,1.992
23094,18.0,29.2,46.400000000000006,3189333.333333336,48249066.666666694,100000000.0,1.352,1.6496,2.12
23095,13.040000000000001,27.663999999999998,50.24,3250666.666666664,55082133.33333331,119466666.6666664,1.2400000000000002,1.6024,1.912
23096,15.12,41.99333333333333,64.64,5464000.0,78775111.11111109,142400000.0,0.6080000000000001,1.3146666666666669,1.904
23097,18.32,44.894545454545465,70.48,4616000.0,73351999.99999994,138133333.3333336,0.456,1.2625454545454544,1.928
23098,16.48,48.41454545454546,83.2,5162666.666666664,64001212.12121215,114133333.3333336,0.408,1.2894545454545454,1.904
23099,21.76,52.81999999999999,78.80000000000001,4410666.666666664,104913333.33333336,219466666.6666664,0.424,1.228,2.056
23100,22.0,46.82909090909091,74.48,3888000.0,83704242.42424245,173333333.3333336,0.424,0.42400000000000004,0.424
23101,17.84,39.79636363636364,71.36,4765333.333333336,77160727.27272733,205333333.3333336,0.424,0.42400000000000004,0.424
23102,19.36,44.47272727272727,80.0,5154666.666666664,90437818.18181819,200266666.6666664,0.424,0.42400000000000004,0.424
23103,17.040000000000003,47.720000000000006,81.60000000000001,3893333.333333336,89008888.88888885,180266666.6666664,0.424,0.424,0.424
23104,16.400000000000002,49.693333333333335,84.80000000000001,906666.666666664,84941777.77777773,180533333.3333336,0.424,0.424,0.424
23105,14.880000000000003,52.10285714285714,87.2,3581333.333333336,96382095.2380952,184000000.0,0.424,0.424,0.424
23106,20.080000000000002,43.47555555555555,73.36,816000.0,100733629.62962963,213333333.3333336,0.424,0.424,0.424
23107,23.200000000000003,48.89454545454546,75.36,8394666.66666664,96571636.36363639,168533333.3333336,0.424,0.42400000000000004,0.424
23108,19.44,51.02,75.60000000000001,6005333.333333336,129951555.55555558,226933333.3333336,0.424,0.4240000000000001,0.424
23109,18.48,48.96000000000001,78.48,6613333.333333336,117330909.09090914,234133333.3333336,0.424,0.42400000000000004,0.424
23110,17.680000000000003,49.82,84.0,6040000.0,108761777.77777773,199200000.0,0.424,0.4240000000000001,0.424
23111,17.6,45.46181818181819,79.36000000000001,5621333.333333336,88365575.7575757,195200000.0,0.424,0.42400000000000004,0.424
23112,18.0,48.58909090909091,76.16000000000001,5885333.333333336,101022303.030303,189333333.3333336,0.424,0.42400000000000004,0.424
23113,17.6,53.12666666666667,83.2,5920000.0,103852888.8888889,242933333.3333336,0.424,0.4240000000000001,0.424
23114,15.280000000000001,43.28727272727272,78.56,6701333.333333336,86288727.27272724,213866666.6666664,0.424,0.42400000000000004,0.424
23115,20.560000000000002,52.75555555555556,80.0,17760000.0,116349629.62962966,199200000.0,0.424,0.424,0.424
23116,20.16,46.18666666666667,79.44,1146666.666666664,106491851.85185179,228800000.0,0.424,0.424,0.424
23117,17.12,50.894545454545444,90.4,5712000.0,89549090.90909092,201866666.6666664,0.424,0.42400000000000004,0.424
23122,19.44,51.224000000000004,82.4,9120000.0,111154666.6666666,205600000.0,0.424,0.42400000000000004,0.424
23123,17.36,50.656000000000006,82.4,10053333.33333336,111093333.33333334,195466666.6666664,0.424,0.42400000000000004,0.424
23118,16.64,50.2276923076923,76.64,6501333.333333336,131357538.46153848,250133333.3333336,0.424,0.4240000000000001,0.424
23119,19.52,48.21333333333333,75.52000000000001,6602666.666666664,102972444.44444434,185066666.6666664,0.424,0.4240000000000001,0.424
23120,19.28,39.38666666666667,85.60000000000001,5653333.333333336,77413333.33333327,172000000.0,0.424,0.424,0.424
23121,12.56,34.400000000000006,83.2,8266666.666666641,86782222.22222225,223733333.3333336,0.424,0.424,0.424
23129,30.32,56.33142857142858,75.52000000000001,64800000.0,135756190.47619048,234666666.6666664,0.184,0.7211428571428573,1.16
23130,30.32,57.55,75.04,64800000.0,138600000.0,196800000.0,0.592,1.0659999999999998,1.616
23124,17.52,43.88,74.48,5512000.0,114610444.44444454,218400000.0,0.536,1.2986666666666666,1.872
23125,19.52,46.14000000000001,77.44,5197333.333333336,93057555.55555557,189600000.0,0.5599999999999999,1.3213333333333335,1.976
23126,15.280000000000001,48.44363636363637,82.4,8064000.0,112274909.09090918,192533333.3333336,0.2,1.173090909090909,2.032
23127,14.480000000000002,43.49818181818182,78.96000000000001,9386666.66666664,129648484.8484849,252533333.3333336,0.24,1.2683636363636364,1.96
23131,18.16,42.043636363636374,76.72000000000001,7970666.666666664,99912484.84848484,202933333.3333336,0.664,1.3810909090909094,1.944
23132,17.84,47.22909090909091,86.4,6365333.333333336,102588363.63636364,207200000.0,0.3680000000000001,1.1898181818181819,1.704
23133,15.76,43.723636363636366,79.92000000000002,6168000.0,105278303.03030302,209866666.6666664,0.52,1.312,1.856
23134,19.040000000000003,51.3890909090909,78.08,12213333.33333336,116043636.36363636,194133333.3333336,0.392,1.093818181818182,1.7120000000000002
23135,19.92,51.098181818181835,80.80000000000001,7501333.333333336,107966787.87878789,176800000.0,0.5519999999999999,1.2458181818181817,1.856
23136,16.48,40.050909090909094,71.2,6434666.666666664,98104969.69696964,210400000.0,0.544,1.2923636363636364,1.848
23137,16.16,38.89454545454546,57.760000000000005,11173333.33333336,153396363.63636354,280266666.66666645,0.768,1.213818181818182,1.672
23138,16.16,44.53090909090909,71.67999999999999,3536000.0,96758303.03030312,185333333.3333336,0.6960000000000001,1.2974545454545454,1.784
23139,15.92,43.696,75.92,3576000.0,89453866.6666667,172800000.0,0.7280000000000001,1.3992,1.904
24003,15.440000000000001,40.672,77.2,3976000.0,89179199.99999997,209333333.3333336,0.6320000000000001,1.4032000000000002,1.84
24005,16.64,62.61333333333334,87.2,4608000.0,133180444.44444454,201333333.3333336,0.30400000000000005,0.8026666666666668,1.672
24004,18.32,43.047272727272734,76.88,3773333.333333336,83267878.7878787,170666666.6666664,0.968,1.7876363636363637,2.3760000000000003
24007,16.080000000000002,63.49333333333334,88.80000000000001,3637333.333333336,114634666.66666658,181066666.6666664,0.264,0.7813333333333334,1.7120000000000002
24008,17.12,61.973333333333336,84.80000000000001,3514666.666666664,116016000.00000007,172533333.3333336,0.6400000000000001,1.1253333333333335,2.032
24009,15.12,40.90909090909091,75.84,5133333.333333336,86345939.39393938,170133333.3333336,0.504,1.3105454545454547,1.8
24012,17.52,48.02181818181818,88.0,4010666.666666664,81899151.51515152,181066666.6666664,0.248,1.210909090909091,1.7920000000000005
24016,20.64,56.92000000000001,93.60000000000001,6356000.0,85599666.66666664,211200000.0,0.44000000000000006,1.1366666666666667,1.7920000000000005
24017,18.880000000000003,47.528000000000006,84.80000000000001,10560000.0,79381333.33333331,172533333.3333336,0.504,1.3159999999999998,1.904
24011,18.32,44.298181818181824,75.12,20160000.0,88429090.90909088,176533333.3333336,0.4320000000000001,1.2552727272727275,1.648
24010,19.52,69.28,87.2,2594666.666666664,110848666.66666666,156533333.3333336,0.6240000000000001,0.8800000000000001,1.584
24020,18.0,69.5,88.0,2296000.0,125440666.6666666,210666666.6666664,0.288,0.634,1.616
24022,18.8,59.84,84.0,8453333.33333336,99579999.99999994,156000000.0,0.6080000000000001,1.092,1.672
24023,18.32,62.14,86.4,11786666.666666642,109013333.33333325,159466666.6666664,0.416,0.98,1.648
24019,16.64,55.22666666666667,75.04,1676000.0,115225333.33333333,182133333.3333336,0.776,1.0373333333333334,1.544
24021,15.600000000000001,57.500000000000014,72.08,1357333.333333336,118939333.33333355,163733333.3333336,0.6400000000000001,0.8920000000000001,1.4720000000000002
24015,20.8,46.36800000000001,73.84,12480000.0,87207368.88000003,163733333.3333336,1.128,1.5176,1.952
24025,20.240000000000002,68.62400000000001,84.0,7789333.333333336,113611200.00000009,153066666.6666664,0.544,0.8608,1.664
24014,14.56,57.248000000000005,70.08,861333.3333333335,118198933.33333334,153600000.0,0.776,1.0512000000000001,1.736
24027,18.72,62.586666666666666,72.88,872000.0,120900888.88888891,157066666.6666667,0.7200000000000001,0.9466666666666667,1.4720000000000002
24028,19.680000000000003,66.93714285714286,84.80000000000001,8560000.0,109405714.2857143,163733333.33333334,0.584,0.9839999999999999,1.736
24031,14.8,65.42,87.2,2464000.0,137149333.33333334,196266666.6666667,0.264,0.7940000000000002,2.064
24037,17.919999999999998,65.08000000000001,92.80000000000001,8330666.666666668,124149333.33333334,191200000.0,0.35200000000000004,0.952,1.832
24038,19.6,48.864000000000004,85.60000000000001,8112000.0,103160533.33333334,216800000.0,0.31200000000000006,1.2488,1.8399999999999999
24035,16.72,49.24,61.44,3938666.666666664,119784666.66666666,168533333.3333336,1.064,1.328,1.976
24036,14.4,48.2,61.2,5402666.666666664,124950666.66666666,173333333.3333336,1.088,1.276,1.7600000000000002
24040,44.400000000000006,64.7,74.24,41573333.333333366,115363333.33333337,146666666.6666664,0.808,1.096,1.352
24041,18.64,62.42,77.60000000000001,6744000.0,93506000.00000006,149600000.0,0.6480000000000001,1.0060000000000002,1.984
24042,19.040000000000003,52.05333333333334,68.72000000000001,7496000.0,107298666.66666667,157600000.0,0.968,1.272,1.84
24045,17.52,58.96000000000001,73.12,5053333.333333336,137731111.11111102,216800000.0,0.768,1.0986666666666667,1.6800000000000002
24046,19.92,70.0,88.0,8586666.66666664,119964444.44444443,168000000.0,0.392,0.8640000000000002,1.7600000000000002
24044,19.28,57.573333333333345,77.52000000000001,5098666.666666664,112899555.55555554,172533333.3333336,0.672,1.0746666666666669,1.7920000000000005
24049,18.880000000000003,53.573333333333345,72.64,5648000.0,112104888.88888907,166133333.3333336,0.808,1.1226666666666667,1.704
24047,18.24,53.093333333333334,86.4,9253333.33333336,114284444.44444446,222933333.3333336,0.6320000000000001,1.2026666666666668,1.7600000000000002
24050,17.76,55.040000000000006,67.60000000000001,5562666.666666664,120990666.66666666,173333333.3333336,0.928,1.188,1.88
24051,17.76,64.5,80.80000000000001,5160000.0,127356666.6666666,185066666.6666664,0.7200000000000001,0.9360000000000002,1.512
24052,17.28,53.32800000000001,71.76,8506666.66666664,94592000.00000009,147733333.3333336,0.984,1.3392,1.88
24053,16.72,56.42,80.0,13920000.0,120613333.3333334,185866666.6666664,0.5599999999999999,1.038,1.616
24054,15.44,54.10666666666666,85.60000000000001,5997333.333333336,101999111.11111112,184800000.0,0.48,1.2160000000000002,1.872
24055,14.32,53.573333333333345,73.67999999999999,8421333.33333336,119251555.55555539,175466666.6666664,0.7440000000000001,1.0960000000000003,1.7600000000000002
24056,14.56,58.96000000000001,82.4,7384000.0,118905777.77777787,181600000.0,0.5599999999999999,1.0346666666666666,1.88
24057,17.76,52.56,78.96000000000001,6706666.666666664,95924444.44444436,180800000.0,0.7120000000000001,1.272,1.888
24058,18.0,59.260000000000005,82.4,12640000.0,100626666.6666668,159200000.0,0.672,1.0459999999999998,1.64
24059,18.08,58.0,78.4,12797333.33333336,113199333.33333313,178666666.6666664,0.776,1.102,1.4720000000000002
24062,18.880000000000003,48.14222222222222,84.0,12586666.666666642,89982222.22222215,165066666.6666664,0.536,1.2293333333333334,1.7600000000000002
24060,25.92,65.952,76.32000000000001,8037333.33333336,131687466.66666667,179466666.6666664,0.336,0.8240000000000001,1.688
24061,28.56,60.24000000000001,68.96000000000001,5602666.666666664,122187199.99999988,176266666.6666664,0.7440000000000001,1.0272000000000001,1.6960000000000002
24063,15.52,50.288,68.72000000000001,3032000.0,113769066.6666666,180800000.0,1.0,1.3264,1.808
24064,18.56,47.327999999999996,63.760000000000005,3176000.0,111499199.99999984,174666666.6666664,1.128,1.5056,1.888
24065,18.48,60.432,79.84,8168000.0,144940266.66666672,223200000.0,0.76,1.4095999999999997,2.824
24066,19.6,59.024,77.44,15386666.66666664,89877333.33333333,127466666.6666664,1.4,2.3024,3.016
24069,19.92,42.550000000000004,64.4,14160000.0,87163333.33333337,159733333.3333336,2.472,2.992,3.2960000000000003
24068,21.200000000000003,51.06285714285714,84.0,19520000.0,109180952.38095231,181066666.6666664,0.22400000000000003,0.3931428571428572,0.592
24067,16.96,56.13333333333333,76.88,7784000.0,118505777.77777787,177333333.3333336,0.8880000000000001,1.2373333333333332,1.912
24070,16.400000000000002,60.13333333333335,82.4,6434666.666666664,116011555.55555554,173333333.3333336,0.752,0.8240000000000002,0.912
24071,16.16,62.18666666666667,85.60000000000001,5104000.0,133434666.66666667,200000000.0,0.672,1.1146666666666667,1.992
24072,18.48,52.400000000000006,78.4,7288000.0,118784888.88888879,191466666.6666664,0.8160000000000001,1.3840000000000001,1.992
24073,18.72,52.24000000000001,71.36,6885333.333333336,140521333.33333334,197333333.3333336,0.952,1.3559999999999999,2.12
24074,15.28,57.413333333333334,80.80000000000001,7234666.666666664,117078222.22222221,180533333.3333336,0.672,1.0853333333333335,1.7920000000000005
24076,16.240000000000002,57.81333333333333,81.60000000000001,7373333.333333336,129035555.55555566,204533333.3333336,0.7120000000000001,1.0266666666666668,1.624
24077,18.0,65.4,86.4,6733333.333333336,136016666.66666675,182400000.0,0.376,0.966,1.928
24078,17.680000000000003,58.02,76.4,7405333.333333336,127318000.00000015,182933333.3333336,0.6320000000000001,1.118,1.936
24079,18.72,62.540000000000006,88.80000000000001,11573333.33333336,118360000.00000015,206133333.3333336,0.672,1.152,1.768
24080,19.44,62.544000000000004,81.60000000000001,12800000.0,138506666.6666669,268533333.3333336,0.576,1.016,1.552
24082,18.48,56.230000000000004,85.60000000000001,17600000.0,113303333.33333322,183466666.6666664,0.48,1.1720000000000002,1.92
24083,18.32,55.14666666666667,74.48,8106666.666666641,120835555.55555554,179733333.3333336,0.4,0.8373333333333334,1.688
24084,17.919999999999998,55.89333333333334,74.96000000000001,8040000.0,115568888.88888879,175466666.6666664,0.96,1.3333333333333333,2.056
24085,16.32,60.16,81.60000000000001,6440000.0,112743333.3333334,173333333.3333336,0.496,1.058,1.904
24081,18.880000000000003,53.44,79.84,5576000.0,105058666.66666667,166133333.3333336,0.7040000000000001,1.3760000000000001,2.056
24086,20.4,58.992000000000004,75.04,19013333.33333336,115589333.33333322,162666666.6666664,0.936,1.2112,1.664
24087,16.72,56.57600000000001,74.16000000000001,22080000.0,130229333.33333328,183200000.0,0.8240000000000001,1.24,1.944
24090,19.76,46.128,73.52000000000001,19866666.66666664,92648000.0,146933333.3333336,0.8800000000000001,1.5096000000000003,2.0
24088,18.32,49.54666666666666,65.52000000000001,5944000.0,113270222.22222213,175466666.6666664,0.928,1.208,1.752
24089,18.0,52.96,71.44,5064000.0,103643555.55555546,157866666.6666664,0.8560000000000001,1.3253333333333333,2.088
24091,14.0,62.30000000000001,86.4,5301333.333333336,152125333.33333334,223733333.3333336,0.6480000000000001,1.256,2.104
24092,16.72,71.08,101.6,5082666.666666664,154804000.00000006,223466666.6666664,0.52,1.2000000000000002,2.08
24093,15.92,54.44,75.52000000000001,9680000.0,150353333.3333334,245333333.3333336,0.8320000000000001,1.29,1.904
24094,14.240000000000002,55.120000000000005,79.36000000000001,12133333.33333336,143700000.00000015,229333333.3333336,0.992,1.404,1.952
24096,33.44,74.27,101.6,77093333.33333336,190269999.99999997,256266666.6666664,0.408,1.0470000000000002,1.7440000000000002
24095,20.8,52.93333333333334,82.4,5346666.666666664,149960000.0000001,246133333.3333336,0.8480000000000001,1.3493333333333333,1.912
24097,22.24,55.01333333333334,87.2,5669333.333333336,148289777.7777778,240800000.0,0.7120000000000001,1.3093333333333335,1.928
24098,19.6,49.160000000000004,62.400000000000006,1744000.0,100969333.3333334,139733333.3333336,1.4400000000000002,1.618,1.896
24099,19.52,58.25600000000001,78.48,8248000.0,112001600.00000016,165333333.3333336,0.8240000000000001,1.1808,1.824
24100,20.8,50.68444444444445,88.80000000000001,14426666.66666664,106471111.1111111,223466666.6666664,0.512,1.4328888888888889,2.016
24101,19.28,68.02666666666666,92.8,6626666.666666664,112875555.55555554,174133333.3333336,0.24,0.5173333333333333,0.952
24103,19.040000000000003,64.48,89.60000000000001,4354666.666666664,114873777.77777767,173066666.6666664,0.544,1.0293333333333334,1.904
24105,19.28,62.900000000000006,85.60000000000001,3816000.0,109887333.3333334,173866666.6666664,0.784,1.228,1.768
24104,20.16,60.42,82.4,4112000.0,103494666.66666654,171466666.6666664,0.8160000000000001,1.276,1.7920000000000005
24106,23.6,64.96000000000001,84.0,10026666.66666664,101026666.66666666,163466666.6666664,0.5599999999999999,1.156,1.944
24107,21.76,64.78,88.0,10426666.666666642,102326666.6666666,183200000.0,0.584,1.07,1.816
24109,23.840000000000003,59.3688888888889,94.4,14266666.66666664,100358518.51851845,196266666.6666664,0.44000000000000006,1.2800000000000002,1.952
24110,26.56,63.97333333333333,104.8,10800000.0,87010370.37037045,157333333.3333336,0.52,1.2915555555555558,1.864
