Lote,ID_bioreactor,F_h_init_in,F_h_end_in,Volumen_cultivo,Turbidez_init,Turbidez_end,Vialidad_end,Duracion_inoculo,Agitation_PV_min,Agitation_PV_max,Agitation_PV_mean,Air_Sparge_PV_min,Air_Sparge_PV_max,Air_Sparge_PV_mean,Pressure_PV_min,Pressure_PV_max,Pressure_PV_mean,DO_1_PV_min,DO_1_PV_max,DO_1_PV_mean,DO_2_PV_min,DO_2_PV_max,DO_2_PV_mean,Gas_Overlay_PV_min,Gas_Overlay_PV_max,Gas_Overlay_PV_mean,Load_Cell_Net_PV_min,Load_Cell_Net_PV_max,Load_Cell_Net_PV_mean,pH_1_PV_min,pH_1_PV_max,pH_1_PV_mean,pH_2_PV_min,pH_2_PV_max,pH_2_PV_mean,PUMP_1_PV_min,PUMP_1_PV_max,PUMP_1_PV_mean,PUMP_1_TOTAL_min,PUMP_1_TOTAL_max,PUMP_1_TOTAL_mean,PUMP_2_PV_min,PUMP_2_PV_max,PUMP_2_PV_mean,PUMP_2_TOTAL_min,PUMP_2_TOTAL_max,PUMP_2_TOTAL_mean,Single_Use_DO_PV_min,Single_Use_DO_PV_max,Single_Use_DO_PV_mean,Single_Use_pH_PV_min,Single_Use_pH_PV_max,Single_Use_pH_PV_mean,Temperatura_PV_min,Temperatura_PV_max,Temperatura_PV_mean,Turbidez_min,Turbidez_mean,Turbidez_max,Viabilidad_min,Viabilidad_mean,Viabilidad_max
23029,13172,2023-04-17 08:10:00,2023-04-18 07:00:00,162.72000000000003,18.4,28.0,96800000.0,0 days 22:50:00,39.7600006103516,72.0,61.94394422723516,0.0,16.00038146715168,1.0205323080302227,-0.8301961936090241,4.141080472080856,1.181594663955994,0.0,82.5442260742184,17.988018645048722,0.0,77.90340576171872,8.0608520125704,3.992035684185448,8.00203547931744,4.695599306660427,78.80000000000001,173.7556541340128,137.3950304468426,-527.3871582031248,6.517898576298904,-171.85616956162278,-0.8517827987670881,5.967851257324217,2.747503591698238,0.0,0.0,0.0,0.1056479846330208,17.3600006103516,13.120209966152483,0.0,6.400390625,0.17887090833167216,0.0,104.7346801757816,8.345599899775744,10.48990325927736,799.9919921875,45.872635695940055,5.872066576102032,800.487988281248,11.802518887941389,11.903787833514642,30.11199951171872,29.02104790144913,18.24,20.784,28.0,5618666.666666667,28547733.333333336,96533333.33333334
23030,13172,2023-04-17 08:10:00,2023-04-18 07:00:00,162.72000000000003,18.4,28.0,96800000.0,0 days 22:50:00,39.7600006103516,72.0,61.94394422723516,0.0,16.00038146715168,1.0205323080302227,-0.8301961936090241,4.141080472080856,1.181594663955994,0.0,82.5442260742184,17.988018645048722,0.0,77.90340576171872,8.0608520125704,3.992035684185448,8.00203547931744,4.695599306660427,78.80000000000001,173.7556541340128,137.3950304468426,-527.3871582031248,6.517898576298904,-171.85616956162278,-0.8517827987670881,5.967851257324217,2.747503591698238,0.0,0.0,0.0,0.1056479846330208,17.3600006103516,13.120209966152483,0.0,6.400390625,0.17887090833167216,0.0,104.7346801757816,8.345599899775744,10.48990325927736,799.9919921875,45.872635695940055,5.872066576102032,800.487988281248,11.802518887941389,11.903787833514642,30.11199951171872,29.02104790144913,18.24,20.784,28.0,5618666.666666667,28547733.333333336,96533333.33333334
23031,14618,2023-04-17 08:30:00,2023-04-18 07:15:00,166.08,17.6,28.08,105600000.0,0 days 22:45:00,39.7600006103516,72.0,61.958205091492964,0.0,16.00038146715168,1.0595705685915522,-0.8301961936090241,4.141080472080856,1.1883917076824975,0.0,82.5442260742184,17.916468530099177,0.0,72.5859375,7.849070817634728,3.992035684185448,8.00203547931744,4.681111609707402,78.80000000000001,173.7556541340128,137.42108501719528,-527.3871582031248,6.517898576298904,-171.8402540139442,-0.8517827987670881,5.967851257324217,2.7472387010551045,0.0,0.0,0.0,0.1056479846330208,17.3600006103516,13.087964839482527,0.0,6.400390625,0.18563438041735889,0.0,104.7346801757816,8.72961852032206,10.48990325927736,799.9919921875,42.70849094922789,5.872066576102032,800.487988281248,8.922982765588026,13.296568142246162,30.11199951171872,29.085859120157853,17.6,20.4,28.08,5312000.0,30491733.333333336,105866666.66666669
23032,14618,2023-04-17 08:30:00,2023-04-18 07:15:00,166.08,17.6,28.08,105600000.0,0 days 22:45:00,39.7600006103516,72.0,61.958205091492964,0.0,16.00038146715168,1.0595705685915522,-0.8301961936090241,4.141080472080856,1.1883917076824975,0.0,82.5442260742184,17.916468530099177,0.0,72.5859375,7.849070817634728,3.992035684185448,8.00203547931744,4.681111609707402,78.80000000000001,173.7556541340128,137.42108501719528,-527.3871582031248,6.517898576298904,-171.8402540139442,-0.8517827987670881,5.967851257324217,2.7472387010551045,0.0,0.0,0.0,0.1056479846330208,17.3600006103516,13.087964839482527,0.0,6.400390625,0.18563438041735889,0.0,104.7346801757816,8.72961852032206,10.48990325927736,799.9919921875,42.70849094922789,5.872066576102032,800.487988281248,8.922982765588026,13.296568142246162,30.11199951171872,29.085859120157853,17.6,20.4,28.08,5312000.0,30491733.333333336,105866666.66666669
23033,13172,2023-04-24 13:30:00,2023-04-25 12:25:00,165.60000000000002,16.96,24.24,104000000.0,0 days 22:55:00,0.0,72.0,50.45884058855582,0.0,16.001449599187442,1.2853836701300705,0.1472137395764128,480.0,27.80078850280725,0.0,92.8502502441408,19.126908251454527,0.0,80.0051696777344,7.449230989494099,0.0,4.001406626741057,3.768172697854443,-6.640000152587888,167.91999511718723,105.72200589073663,1.921421623229984,6.275120358221728,5.804520758859924,-0.8517827987670881,3.2,0.9650932694484581,0.0,0.0,0.0,0.0,99.1999694824216,15.847320180940589,0.0,0.0,0.0,0.0,710.0290527343752,66.45841938912852,9.68030319213864,916.686132812504,89.36028647980956,5.8960002899169925,800.695996093752,53.1783865403085,17.09599609375,29.87195554605288,28.80655748684422,16.96,20.506666666666664,24.24,7506666.666666668,64900000.0,103733333.33333334
23034,13172,2023-04-24 13:30:00,2023-04-25 12:25:00,165.60000000000002,16.96,24.24,104000000.0,0 days 22:55:00,0.0,72.0,50.45884058855582,0.0,16.001449599187442,1.2853836701300705,0.1472137395764128,480.0,27.80078850280725,0.0,92.8502502441408,19.126908251454527,0.0,80.0051696777344,7.449230989494099,0.0,4.001406626741057,3.768172697854443,-6.640000152587888,167.91999511718723,105.72200589073663,1.921421623229984,6.275120358221728,5.804520758859924,-0.8517827987670881,3.2,0.9650932694484581,0.0,0.0,0.0,0.0,99.1999694824216,15.847320180940589,0.0,0.0,0.0,0.0,710.0290527343752,66.45841938912852,9.68030319213864,916.686132812504,89.36028647980956,5.8960002899169925,800.695996093752,53.1783865403085,17.09599609375,29.87195554605288,28.80655748684422,16.96,20.506666666666664,24.24,7506666.666666668,64900000.0,103733333.33333334
23035,14618,2023-04-24 07:30:00,2023-04-25 07:30:00,85.92000000000002,18.0,26.24,81600000.0,1 days 00:00:00,44.0,72.0,53.333333333333336,0.0,16.000583273857043,0.7028642344907983,-1.027165798458656,4.1173369512832,1.4403271718022426,0.0,87.2865534559752,21.692090387427033,0.0,80.0051696777344,6.085510422178606,0.0,4.001406626741057,3.986292114810846,79.27999877929688,167.91999511718723,110.79129555134988,1.430133438110352,6.266518402099608,5.949032763646737,-0.8517827987670881,3.2,0.9579291337796028,0.0,0.0,0.0,0.0,99.1999694824216,22.34000171611329,0.0,4.147171304446176,0.01425144778160198,0.0,710.0290527343752,119.32750917397809,9.68030319213864,605.275,54.95222269453328,5.9280935168868645,799.8799804687504,9.761625142229025,7.135936388765936,29.87195554605288,27.870292594727992,18.0,20.986666666666665,26.24,6133333.333333334,33582222.222222224,81253333.33333334
23036,13171,2023-05-21 07:50:00,2023-05-22 07:30:00,164.4,14.96,21.76,88000000.0,0 days 23:40:00,0.0,72.0,31.57894736842105,0.0,16.00044744087408,0.6113862755090348,-1.331018066406248,4.019896431851936,0.8244689686289309,0.0,83.0007299804688,9.356919693439421,0.0,0.0,0.0,0.0,4.00302613441168,3.9579081057866765,-0.8,170.59173437743522,108.77274476948527,0.888813209533688,6.378908762865728,4.324927942457765,-0.8517827987670881,3.2,0.9749910200261502,0.0,0.0,0.0,0.0,7.439999389648441,2.4795657111769422,0.0,0.0,0.0,0.0,82.7390625,27.5796875,10.23025256654512,799.9919921875,529.8713749741482,5.976000213623049,800.3279785156241,521.6076883315372,3.2238679246622244,29.8,24.183504031556232,14.240000000000002,18.152,22.16,5186666.666666667,48857333.333333336,76000000.0
23038,14618,2023-05-22 07:50:00,2023-05-23 07:50:00,168.72000000000003,12.32,22.32,115200000.0,1 days 00:00:00,0.0,72.0,25.13888888888889,0.0,16.0011672246232,0.7869207210938927,-0.905670166015624,480.0,155.79720231178214,0.0,84.4720153808592,8.797118813467542,0.0,0.0,0.0,0.0,4.00080738538368,2.666708340881554,-7.759999847412113,169.0400024414064,68.64100984636354,0.888813209533688,6.272767378175784,2.8463514312469202,-0.8517827987670881,3.2,0.9709547786143928,0.0,0.0,0.0,0.0,7.439999389648441,2.5268087604993235,0.0,0.0982077712856984,0.0004912855991487787,0.0,82.7390625,12.371795908610027,12.13732910156248,799.9919921875,516.556501517834,5.91199989318848,800.2160156250001,510.63699722077826,16.35999755859376,30.303824425361604,23.684929547315036,16.96,20.057142857142857,22.480000000000004,5064000.0,9287238.095238095,10960000.0
23039,14618,2023-05-22 07:50:00,2023-05-23 07:50:00,168.72000000000003,12.32,22.32,115200000.0,1 days 00:00:00,0.0,72.0,25.13888888888889,0.0,16.0011672246232,0.7869207210938927,-0.905670166015624,480.0,155.79720231178214,0.0,84.4720153808592,8.797118813467542,0.0,0.0,0.0,0.0,4.00080738538368,2.666708340881554,-7.759999847412113,169.0400024414064,68.64100984636354,0.888813209533688,6.272767378175784,2.8463514312469202,-0.8517827987670881,3.2,0.9709547786143928,0.0,0.0,0.0,0.0,7.439999389648441,2.5268087604993235,0.0,0.0982077712856984,0.0004912855991487787,0.0,82.7390625,12.371795908610027,12.13732910156248,799.9919921875,516.556501517834,5.91199989318848,800.2160156250001,510.63699722077826,16.35999755859376,30.303824425361604,23.684929547315036,16.96,20.057142857142857,22.480000000000004,5064000.0,9287238.095238095,10960000.0
23040,14618,2023-05-29 07:30:00,2023-05-30 12:00:00,165.60000000000002,13.92,32.32,154400000.0,1 days 04:30:00,0.0,72.0,30.617222705859056,0.0,16.00151307717136,0.8875123360078002,-2.667565175935544,3.285625600109544,-0.3376563940379612,0.0,74.30388183593753,7.279675705958914,0.0,78.41922928761632,3.7411501121459705,0.0,4.001003381211848,2.666725797511575,0.0,169.91999511718723,78.703679338156,1.5711561203002962,6.46844787597656,4.474564350784503,-0.8517827987670881,3.2,0.9612191807138394,0.0,0.0,0.0,0.0,12.4,6.520323181907356,0.0,3.190958143421016,0.009249154038901496,0.0,24.738658142089843,2.144081730497055,12.72058715820312,799.9919921875,492.3047600908348,5.872000122070312,800.175976562504,482.4985203755395,3.391998291015625,30.08829666439904,20.69633301135746,13.92,20.64,32.32,4296000.0,67619047.61904763,165600000.0
23041,14618,2023-05-29 07:30:00,2023-05-30 07:20:00,165.60000000000002,13.92,24.480000000000004,107200000.0,0 days 23:50:00,0.0,72.0,31.0,0.0,15.99238943572088,0.5748828813066296,-2.667565175935544,2.841436767578128,-0.4647885875258204,0.0,74.30388183593753,7.748652476990084,0.0,0.0,0.0,0.0,4.001003381211848,2.6667268844127174,0.0,169.91999511718723,83.23736722327577,1.5711561203002962,6.46844787597656,4.472730852096671,-0.8517827987670881,3.2,0.9573429761107786,0.0,0.0,0.0,0.0,12.4,6.5191717276799555,0.0,0.0,0.0,0.0,0.0,0.0,14.27133562660984,799.9919921875,531.415889134476,5.879999923706056,800.175976562504,524.3991576651596,3.391998291015625,30.08829666439904,19.856793179930776,13.92,20.64,32.32,4296000.0,67619047.61904763,165600000.0
23042,13172,2023-05-30 07:30:00,2023-05-31 06:40:00,79.2,14.32,24.64,108800000.0,0 days 23:10:00,0.0,59.83900241607248,17.530257467818547,0.0,16.002144079144323,1.1632082241827713,-2.289157041486368,480.0,122.15093001148405,0.0,17.36188659667968,1.0031405203680321,0.0,78.41922928761632,11.766706596186886,0.0,4.001208886314344,1.6057599830721625,-6.880000305175784,119.5199951171872,31.56141049336716,1.5711561203002962,6.141717910766601,3.3548580630062204,-0.8517827987670881,3.2,0.9633775587210537,0.0,0.0,0.0,0.0,12.4,6.546494744938375,0.0,3.190958143421016,0.011437125962082495,0.0,24.738658142089843,15.049238591894873,9.70006408691408,799.9919921875,474.8671049363444,5.872000122070312,800.175976562504,481.3334737133899,14.91199951171872,29.91999511718753,21.74732974895345,14.32,17.104,24.64,4917333.333333334,31324800.000000007,109066666.66666669
23044,14618,2023-06-05 08:00:00,2023-06-06 09:20:00,84.0,14.480000000000002,19.680000000000003,75767200.0,1 days 01:20:00,44.0,80.0,56.0,0.0,15.997062399132,0.5469595785313558,0.86506265100076,3.22988955651796,1.7285514547340677,0.0,77.44484863281248,11.774610245262783,0.0,75.3092712402344,11.35958176760752,1.89349322485868,14.97904897922968,4.132556136599898,81.2799987792968,130.171425312816,97.53674360077156,5.150203323364256,6.102689743041992,5.815242730078273,-0.8517827987670881,3.2,0.982112630208334,0.0,0.0,0.0,4.959999847412113,81.839978027344,9.239215152715552,0.0,5.618175072597648,0.10336553852243492,0.0,417.32504882812486,11.45331675816797,1.096423406893016,89.2400024414064,27.30296800310941,5.219229486737792,6.264000320434569,5.925738228604859,28.94399414062504,31.44000244140624,29.84552858728674,14.480000000000002,17.142857142857142,19.840000000000003,7112000.0,50189333.333333336,104533333.33333334
23043,14618,2023-06-11 07:35:00,2023-06-12 07:35:00,84.0,13.2,24.24,87200000.0,1 days 00:00:00,0.0,72.0,38.64770834181044,0.0,15.983887252178,0.5840384093121957,-1.759573605228512,480.0,160.83396037656064,0.0,76.27233276367184,7.845111753603811,0.0,0.0,0.0,0.0,4.0006836958819125,2.6666804711956313,-5.759999847412113,170.0,108.28228241067653,1.5395996093750002,6.2,4.441197133389854,-0.8517827987670881,3.2,0.9626420444756081,0.0,0.0,0.0,0.0,14.880000305175765,7.337723713846106,0.0,4.068064052669528,0.016554000994740616,0.0,3823.102734375,1271.4383752026888,13.27796141309288,799.9919921875,531.5520325409182,5.959999847412113,800.4000000000001,524.4170081236185,3.288000488281248,29.90400390625,22.27859554272864,16.080000000000002,23.05333333333333,31.44,4741333.333333334,46171777.77777778,79493333.33333334
23045,14618,2023-06-11 07:35:00,2023-06-12 07:35:00,81.60000000000001,13.2,24.24,87200000.0,1 days 00:00:00,0.0,72.0,38.64770834181044,0.0,15.983887252178,0.5840384093121957,-1.759573605228512,480.0,160.83396037656064,0.0,76.27233276367184,7.845111753603811,0.0,0.0,0.0,0.0,4.0006836958819125,2.6666804711956313,-5.759999847412113,170.0,108.28228241067653,1.5395996093750002,6.2,4.441197133389854,-0.8517827987670881,3.2,0.9626420444756081,0.0,0.0,0.0,0.0,14.880000305175765,7.337723713846106,0.0,4.068064052669528,0.016554000994740616,0.0,3823.102734375,1271.4383752026888,13.27796141309288,799.9919921875,531.5520325409182,5.959999847412113,800.4000000000001,524.4170081236185,3.288000488281248,29.90400390625,22.27859554272864,13.2,18.72,24.24,2701333.333333333,45084000.0,87466666.66666667
23046,13172,2023-06-12 09:00:00,2023-06-13 07:15:00,82.80000000000001,13.2,23.36,86400000.0,0 days 22:15:00,0.0,72.0,24.0,0.0,15.98719547181984,0.7213363922055931,-1.331018066406248,480.0,297.6181512493461,0.0,77.24172363281248,3.411349419487846,0.0,81.36045485383441,8.46398448570129,0.0,4.000832457282168,1.362960040650365,-6.320000076293944,169.84000244140643,52.71908067358019,1.5395996093750002,6.936940582953601,3.2849556748798925,-0.8517827987670881,3.2,0.9531524133824628,0.0,0.0,0.0,0.0,14.880000305175765,7.324069681119618,0.0,2.4344089508056643,0.02518483866628767,21.684318542480483,3823.102734375,1282.7750841163365,9.06369934082032,799.9919921875,485.74123085323157,6.0,800.2879882812481,535.419989006607,11.94399414062504,29.84163882670568,18.574702280144038,13.2,15.968,23.36,4562666.666666667,24274133.333333336,86666666.66666667
23047,13172,2023-06-12 09:00:00,2023-06-13 07:15:00,83.2,13.2,23.36,86400000.0,0 days 22:15:00,0.0,72.0,24.0,0.0,15.98719547181984,0.7213363922055931,-1.331018066406248,480.0,297.6181512493461,0.0,77.24172363281248,3.411349419487846,0.0,81.36045485383441,8.46398448570129,0.0,4.000832457282168,1.362960040650365,-6.320000076293944,169.84000244140643,52.71908067358019,1.5395996093750002,6.936940582953601,3.2849556748798925,-0.8517827987670881,3.2,0.9531524133824628,0.0,0.0,0.0,0.0,14.880000305175765,7.324069681119618,0.0,2.4344089508056643,0.02518483866628767,21.684318542480483,3823.102734375,1282.7750841163365,9.06369934082032,799.9919921875,485.74123085323157,6.0,800.2879882812481,535.419989006607,11.94399414062504,29.84163882670568,18.574702280144038,13.2,15.968,23.36,4562666.666666667,24274133.333333336,86666666.66666667
